"Theme 1 - 2 : Persons by sex, age and marital status, 2006";;;;;;;;;;;;;
;"Marital Status";"Males - Total";"Males - Single";"Males - Married";"Males - Separated";"Males - Divorced";"Males - Widowed";"Females - Total";"Females - Single";"Females - Married";"Females - Separated";"Females - Divorced";"Females - Widowed"
;"10 - 14 years";13;13;0;0;0;0;15;15;0;0;0;0
;"15 - 19 years";13;13;0;0;0;0;9;9;0;0;0;0
"109 Kilfeighny";"0 - 4 years";25;25;0;0;0;0;21;21;0;0;0;0
;"5 - 9 years";38;38;0;0;0;0;31;31;0;0;0;0
;"10 - 14 years";24;24;0;0;0;0;35;35;0;0;0;0
;"15 - 19 years";33;33;0;0;0;0;29;29;0;0;0;0
"110 Killehenny";"0 - 4 years";47;47;0;0;0;0;38;38;0;0;0;0
;"5 - 9 years";48;48;0;0;0;0;56;56;0;0;0;0
;"10 - 14 years";71;71;0;0;0;0;56;56;0;0;0;0
;"15 - 19 years";65;65;0;0;0;0;65;65;0;0;0;0
"111 Killury";"0 - 4 years";11;11;0;0;0;0;22;22;0;0;0;0
;"5 - 9 years";16;16;0;0;0;0;20;20;0;0;0;0
;"10 - 14 years";30;30;0;0;0;0;21;21;0;0;0;0
;"15 - 19 years";25;25;0;0;0;0;14;14;0;0;0;0
"112 Kilmeany";"0 - 4 years";22;22;0;0;0;0;25;25;0;0;0;0
;"5 - 9 years";29;29;0;0;0;0;17;17;0;0;0;0
;"10 - 14 years";23;23;0;0;0;0;29;29;0;0;0;0
;"15 - 19 years";18;18;0;0;0;0;22;22;0;0;0;0
"113 Kilshenane";"0 - 4 years";2;2;0;0;0;0;8;8;0;0;0;0
;"5 - 9 years";4;4;0;0;0;0;7;7;0;0;0;0
;"10 - 14 years";7;7;0;0;0;0;6;6;0;0;0;0
;"15 - 19 years";7;7;0;0;0;0;7;7;0;0;0;0
"114 Kiltomy";"0 - 4 years";10;10;0;0;0;0;7;7;0;0;0;0
;"5 - 9 years";14;14;0;0;0;0;13;13;0;0;0;0
;"10 - 14 years";13;13;0;0;0;0;20;20;0;0;0;0
;"15 - 19 years";12;12;0;0;0;0;15;15;0;0;0;0
"115 Leitrim";"0 - 4 years";17;17;0;0;0;0;15;15;0;0;0;0
;"5 - 9 years";20;20;0;0;0;0;17;17;0;0;0;0
;"10 - 14 years";11;11;0;0;0;0;14;14;0;0;0;0
;"15 - 19 years";18;18;0;0;0;0;20;20;0;0;0;0
"116 Lislaughtin";"0 - 4 years";15;15;0;0;0;0;18;18;0;0;0;0
;"5 - 9 years";21;21;0;0;0;0;24;24;0;0;0;0
;"10 - 14 years";24;24;0;0;0;0;22;22;0;0;0;0
;"15 - 19 years";20;20;0;0;0;0;26;26;0;0;0;0
"117 Lisselton";"0 - 4 years";6;6;0;0;0;0;11;11;0;0;0;0
;"5 - 9 years";14;14;0;0;0;0;14;14;0;0;0;0
;"10 - 14 years";10;10;0;0;0;0;13;13;0;0;0;0
;"15 - 19 years";14;14;0;0;0;0;6;6;0;0;0;0
"118 Listowel Rural";"0 - 4 years";44;44;0;0;0;0;36;36;0;0;0;0
;"5 - 9 years";41;41;0;0;0;0;51;51;0;0;0;0
;"10 - 14 years";40;40;0;0;0;0;49;49;0;0;0;0
;"15 - 19 years";43;43;0;0;0;0;34;34;0;0;0;0
"119 Lixnaw";"0 - 4 years";38;38;0;0;0;0;32;32;0;0;0;0
;"5 - 9 years";36;36;0;0;0;0;26;26;0;0;0;0
;"10 - 14 years";24;24;0;0;0;0;26;26;0;0;0;0
;"15 - 19 years";24;24;0;0;0;0;16;16;0;0;0;0
"120 Moynsha";"0 - 4 years";13;13;0;0;0;0;11;11;0;0;0;0
;"5 - 9 years";10;10;0;0;0;0;12;12;0;0;0;0
;"10 - 14 years";26;26;0;0;0;0;16;16;0;0;0;0
;"15 - 19 years";17;17;0;0;0;0;19;19;0;0;0;0
"121 Newtownsandes";"0 - 4 years";27;27;0;0;0;0;30;30;0;0;0;0
;"5 - 9 years";30;30;0;0;0;0;19;19;0;0;0;0
;"10 - 14 years";36;36;0;0;0;0;37;37;0;0;0;0
;"15 - 19 years";47;47;0;0;0;0;38;38;0;0;0;0
"122 Rathea";"0 - 4 years";16;16;0;0;0;0;11;11;0;0;0;0
;"5 - 9 years";20;20;0;0;0;0;11;11;0;0;0;0
;"10 - 14 years";17;17;0;0;0;0;12;12;0;0;0;0
;"15 - 19 years";14;14;0;0;0;0;5;5;0;0;0;0
"123 Shronowen";"0 - 4 years";3;3;0;0;0;0;7;7;0;0;0;0
;"5 - 9 years";10;10;0;0;0;0;8;8;0;0;0;0
;"10 - 14 years";9;9;0;0;0;0;8;8;0;0;0;0
;"15 - 19 years";9;9;0;0;0;0;11;11;0;0;0;0
"124 Tarbert";"0 - 4 years";23;23;0;0;0;0;21;21;0;0;0;0
;"5 - 9 years";16;16;0;0;0;0;25;25;0;0;0;0
;"10 - 14 years";34;34;0;0;0;0;17;17;0;0;0;0
;"15 - 19 years";32;32;0;0;0;0;26;26;0;0;0;0
"125 Tarmon";"0 - 4 years";16;16;0;0;0;0;16;16;0;0;0;0
;"5 - 9 years";19;19;0;0;0;0;22;22;0;0;0;0
;"10 - 14 years";19;19;0;0;0;0;14;14;0;0;0;0
;"15 - 19 years";10;10;0;0;0;0;17;17;0;0;0;0
"126 Trienearagh";"0 - 4 years";17;17;0;0;0;0;13;13;0;0;0;0
;"5 - 9 years";5;5;0;0;0;0;14;14;0;0;0;0
;"10 - 14 years";16;16;0;0;0;0;11;11;0;0;0;0
;"15 - 19 years";7;7;0;0;0;0;10;10;0;0;0;0
"127 Urlee";"0 - 4 years";7;7;0;0;0;0;9;9;0;0;0;0
;"5 - 9 years";12;12;0;0;0;0;12;12;0;0;0;0
;"10 - 14 years";7;7;0;0;0;0;11;11;0;0;0;0
;"15 - 19 years";12;12;0;0;0;0;10;9;1;0;0;0
"128 Abbeydorney";"0 - 4 years";33;33;0;0;0;0;32;32;0;0;0;0
;"5 - 9 years";35;35;0;0;0;0;32;32;0;0;0;0
;"10 - 14 years";35;35;0;0;0;0;34;34;0;0;0;0
;"15 - 19 years";23;23;0;0;0;0;29;29;0;0;0;0
"129 Arabela";"0 - 4 years";31;31;0;0;0;0;39;39;0;0;0;0
;"5 - 9 years";47;47;0;0;0;0;33;33;0;0;0;0
;"10 - 14 years";31;31;0;0;0;0;45;45;0;0;0;0
;"15 - 19 years";46;46;0;0;0;0;45;45;0;0;0;0
"130 Ardfert";"0 - 4 years";37;37;0;0;0;0;23;23;0;0;0;0
;"5 - 9 years";38;38;0;0;0;0;36;36;0;0;0;0
;"10 - 14 years";43;43;0;0;0;0;32;32;0;0;0;0
;"15 - 19 years";47;47;0;0;0;0;32;32;0;0;0;0
"131 Ballyegan";"0 - 4 years";15;15;0;0;0;0;12;12;0;0;0;0
;"5 - 9 years";12;12;0;0;0;0;9;9;0;0;0;0
;"10 - 14 years";13;13;0;0;0;0;9;9;0;0;0;0
;"15 - 19 years";9;9;0;0;0;0;8;8;0;0;0;0
"132 Ballyheige";"0 - 4 years";42;42;0;0;0;0;30;30;0;0;0;0
;"5 - 9 years";48;48;0;0;0;0;44;44;0;0;0;0
;"10 - 14 years";42;42;0;0;0;0;49;49;0;0;0;0
;"15 - 19 years";49;49;0;0;0;0;57;57;0;0;0;0
"133 Ballynahaglish";"0 - 4 years";44;44;0;0;0;0;42;42;0;0;0;0
;"5 - 9 years";69;69;0;0;0;0;54;54;0;0;0;0
;"10 - 14 years";61;61;0;0;0;0;61;61;0;0;0;0
;"15 - 19 years";53;53;0;0;0;0;55;54;1;0;0;0
"134 Ballynorig";"0 - 4 years";15;15;0;0;0;0;10;10;0;0;0;0
;"5 - 9 years";11;11;0;0;0;0;10;10;0;0;0;0
;"10 - 14 years";17;17;0;0;0;0;15;15;0;0;0;0
;"15 - 19 years";22;22;0;0;0;0;24;24;0;0;0;0
"135 Ballyseedy";"0 - 4 years";77;77;0;0;0;0;73;73;0;0;0;0
;"5 - 9 years";76;76;0;0;0;0;82;82;0;0;0;0
;"10 - 14 years";64;64;0;0;0;0;69;69;0;0;0;0
;"15 - 19 years";51;51;0;0;0;0;54;54;0;0;0;0
"136 Banna";"0 - 4 years";27;27;0;0;0;0;21;21;0;0;0;0
;"5 - 9 years";34;34;0;0;0;0;27;27;0;0;0;0
;"10 - 14 years";25;25;0;0;0;0;27;27;0;0;0;0
;"15 - 19 years";16;16;0;0;0;0;33;33;0;0;0;0
"137 Baurtregaum";"0 - 4 years";8;8;0;0;0;0;11;11;0;0;0;0
;"5 - 9 years";12;12;0;0;0;0;9;9;0;0;0;0
;"10 - 14 years";16;16;0;0;0;0;16;16;0;0;0;0
;"15 - 19 years";20;20;0;0;0;0;9;9;0;0;0;0
"138 Blennerville";"0 - 4 years";24;24;0;0;0;0;21;21;0;0;0;0
;"5 - 9 years";25;25;0;0;0;0;34;34;0;0;0;0
;"10 - 14 years";27;27;0;0;0;0;33;33;0;0;0;0
;"15 - 19 years";30;30;0;0;0;0;20;20;0;0;0;0
"139 Boolteens";"0 - 4 years";14;14;0;0;0;0;17;17;0;0;0;0
;"5 - 9 years";13;13;0;0;0;0;16;16;0;0;0;0
;"10 - 14 years";10;10;0;0;0;0;13;13;0;0;0;0
;"15 - 19 years";21;21;0;0;0;0;9;9;0;0;0;0
"140 Brosna";"0 - 4 years";17;17;0;0;0;0;17;17;0;0;0;0
;"5 - 9 years";27;27;0;0;0;0;20;20;0;0;0;0
;"10 - 14 years";28;28;0;0;0;0;27;27;0;0;0;0
;"15 - 19 years";31;31;0;0;0;0;25;25;0;0;0;0
"141 Carker";"0 - 4 years";13;13;0;0;0;0;21;21;0;0;0;0
;"5 - 9 years";13;13;0;0;0;0;14;14;0;0;0;0
;"10 - 14 years";13;13;0;0;0;0;8;8;0;0;0;0
;"15 - 19 years";15;15;0;0;0;0;18;18;0;0;0;0
"142 Castleisland";"0 - 4 years";90;90;0;0;0;0;83;83;0;0;0;0
;"5 - 9 years";106;106;0;0;0;0;97;97;0;0;0;0
;"10 - 14 years";95;95;0;0;0;0;111;111;0;0;0;0
;"15 - 19 years";125;125;0;0;0;0;108;107;1;0;0;0
"143 Clogherbrien";"0 - 4 years";48;48;0;0;0;0;56;56;0;0;0;0
;"5 - 9 years";68;68;0;0;0;0;66;66;0;0;0;0
;"10 - 14 years";89;89;0;0;0;0;58;58;0;0;0;0
;"15 - 19 years";74;73;0;1;0;0;62;62;0;0;0;0
"144 Cordal";"0 - 4 years";3;3;0;0;0;0;2;2;0;0;0;0
;"5 - 9 years";6;6;0;0;0;0;6;6;0;0;0;0
;"10 - 14 years";14;14;0;0;0;0;8;8;0;0;0;0
;"15 - 19 years";11;11;0;0;0;0;12;12;0;0;0;0
"145 Crinny";"0 - 4 years";4;4;0;0;0;0;15;15;0;0;0;0
;"5 - 9 years";7;7;0;0;0;0;4;4;0;0;0;0
;"10 - 14 years";10;10;0;0;0;0;12;12;0;0;0;0
;"15 - 19 years";12;12;0;0;0;0;10;10;0;0;0;0
"146 Derreen";"0 - 4 years";6;6;0;0;0;0;4;4;0;0;0;0
;"5 - 9 years";3;3;0;0;0;0;5;5;0;0;0;0
;"10 - 14 years";4;4;0;0;0;0;4;4;0;0;0;0
;"15 - 19 years";4;4;0;0;0;0;4;4;0;0;0;0
"147 Doon";"0 - 4 years";18;18;0;0;0;0;17;17;0;0;0;0
;"5 - 9 years";31;31;0;0;0;0;25;25;0;0;0;0
;"10 - 14 years";30;30;0;0;0;0;23;23;0;0;0;0
;"15 - 19 years";28;28;0;0;0;0;27;27;0;0;0;0
"148 Gneeves";"0 - 4 years";10;10;0;0;0;0;9;9;0;0;0;0
;"5 - 9 years";9;9;0;0;0;0;8;8;0;0;0;0
;"10 - 14 years";12;12;0;0;0;0;8;8;0;0;0;0
;"15 - 19 years";7;7;0;0;0;0;10;10;0;0;0;0
"149 Kerryhead";"0 - 4 years";16;16;0;0;0;0;24;24;0;0;0;0
;"5 - 9 years";17;17;0;0;0;0;10;10;0;0;0;0
;"10 - 14 years";23;23;0;0;0;0;20;20;0;0;0;0
;"15 - 19 years";15;15;0;0;0;0;11;11;0;0;0;0
"150 Kilflyn";"0 - 4 years";7;7;0;0;0;0;12;12;0;0;0;0
;"5 - 9 years";9;9;0;0;0;0;4;4;0;0;0;0
;"10 - 14 years";7;7;0;0;0;0;5;5;0;0;0;0
;"15 - 19 years";11;11;0;0;0;0;7;7;0;0;0;0
"151 Kilgarrylander";"0 - 4 years";13;13;0;0;0;0;17;17;0;0;0;0
;"5 - 9 years";13;13;0;0;0;0;14;14;0;0;0;0
;"10 - 14 years";27;27;0;0;0;0;20;20;0;0;0;0
;"15 - 19 years";30;30;0;0;0;0;26;25;1;0;0;0
"152 Kilgobban";"0 - 4 years";7;7;0;0;0;0;5;5;0;0;0;0
;"5 - 9 years";7;7;0;0;0;0;4;4;0;0;0;0
;"10 - 14 years";10;10;0;0;0;0;15;15;0;0;0;0
;"15 - 19 years";15;15;0;0;0;0;15;15;0;0;0;0
"153 Killahan";"0 - 4 years";8;8;0;0;0;0;10;10;0;0;0;0
;"5 - 9 years";8;8;0;0;0;0;5;5;0;0;0;0
;"10 - 14 years";5;5;0;0;0;0;9;9;0;0;0;0
;"15 - 19 years";4;4;0;0;0;0;11;11;0;0;0;0
"154 Kilmurry";"0 - 4 years";7;7;0;0;0;0;8;8;0;0;0;0
;"5 - 9 years";9;9;0;0;0;0;9;9;0;0;0;0
;"10 - 14 years";5;5;0;0;0;0;14;14;0;0;0;0
;"15 - 19 years";19;19;0;0;0;0;12;12;0;0;0;0
"155 Kiltallagh";"0 - 4 years";30;30;0;0;0;0;26;26;0;0;0;0
;"5 - 9 years";26;26;0;0;0;0;15;15;0;0;0;0
;"10 - 14 years";16;16;0;0;0;0;23;23;0;0;0;0
;"15 - 19 years";18;18;0;0;0;0;18;18;0;0;0;0
"156 Knockglass";"0 - 4 years";15;15;0;0;0;0;8;8;0;0;0;0
;"5 - 9 years";13;13;0;0;0;0;8;8;0;0;0;0
;"10 - 14 years";11;11;0;0;0;0;6;6;0;0;0;0
;"15 - 19 years";8;8;0;0;0;0;11;11;0;0;0;0
"157 Knocknagashel";"0 - 4 years";25;25;0;0;0;0;20;20;0;0;0;0
;"5 - 9 years";20;20;0;0;0;0;30;30;0;0;0;0
;"10 - 14 years";24;24;0;0;0;0;20;20;0;0;0;0
;"15 - 19 years";28;28;0;0;0;0;25;25;0;0;0;0
"158 Lackabaun";"0 - 4 years";10;10;0;0;0;0;16;16;0;0;0;0
;"5 - 9 years";24;24;0;0;0;0;15;15;0;0;0;0
;"10 - 14 years";28;28;0;0;0;0;15;15;0;0;0;0
;"15 - 19 years";24;24;0;0;0;0;17;17;0;0;0;0
"159 Millbrook";"0 - 4 years";18;18;0;0;0;0;10;10;0;0;0;0
;"5 - 9 years";10;10;0;0;0;0;15;15;0;0;0;0
;"10 - 14 years";10;10;0;0;0;0;8;8;0;0;0;0
;"15 - 19 years";20;20;0;0;0;0;16;16;0;0;0;0
"160 Mount Eagle";"0 - 4 years";4;4;0;0;0;0;7;7;0;0;0;0
;"5 - 9 years";9;9;0;0;0;0;5;5;0;0;0;0
;"10 - 14 years";7;7;0;0;0;0;5;5;0;0;0;0
;"15 - 19 years";8;8;0;0;0;0;5;5;0;0;0;0
"161 Nohaval";"0 - 4 years";17;17;0;0;0;0;13;13;0;0;0;0
;"5 - 9 years";15;15;0;0;0;0;10;10;0;0;0;0
;"10 - 14 years";17;17;0;0;0;0;14;14;0;0;0;0
;"15 - 19 years";11;11;0;0;0;0;12;12;0;0;0;0
"162 O'Brennan";"0 - 4 years";15;15;0;0;0;0;23;23;0;0;0;0
;"5 - 9 years";24;24;0;0;0;0;17;17;0;0;0;0
;"10 - 14 years";16;16;0;0;0;0;21;21;0;0;0;0
;"15 - 19 years";17;17;0;0;0;0;13;13;0;0;0;0
"163 Ratass";"0 - 4 years";35;35;0;0;0;0;27;27;0;0;0;0
;"5 - 9 years";35;35;0;0;0;0;42;42;0;0;0;0
;"10 - 14 years";40;40;0;0;0;0;51;51;0;0;0;0
;"15 - 19 years";52;52;0;0;0;0;45;45;0;0;0;0
"164 Scartaglin";"0 - 4 years";22;22;0;0;0;0;17;17;0;0;0;0
;"5 - 9 years";32;32;0;0;0;0;20;20;0;0;0;0
;"10 - 14 years";22;22;0;0;0;0;38;38;0;0;0;0
;"15 - 19 years";22;22;0;0;0;0;28;28;0;0;0;0
"165 Tralee Rural";"0 - 4 years";652;652;0;0;0;0;662;662;0;0;0;0
;"5 - 9 years";664;664;0;0;0;0;667;667;0;0;0;0
;"10 - 14 years";620;620;0;0;0;0;581;581;0;0;0;0
;"15 - 19 years";577;574;2;1;0;0;560;559;1;0;0;0
"166 Tubrid";"0 - 4 years";27;27;0;0;0;0;23;23;0;0;0;0
;"5 - 9 years";26;26;0;0;0;0;25;25;0;0;0;0
;"10 - 14 years";32;32;0;0;0;0;21;21;0;0;0;0
;"15 - 19 years";20;20;0;0;0;0;35;35;0;0;0;0
"Limerick City";"0 - 4 years";1626;1626;0;0;0;0;1574;1574;0;0;0;0
;"5 - 9 years";1609;1609;0;0;0;0;1548;1548;0;0;0;0
;"10 - 14 years";1501;1501;0;0;0;0;1513;1513;0;0;0;0
;"15 - 19 years";1890;1882;7;0;1;0;2221;2209;11;1;0;0
"001 Abbey A";"0 - 4 years";150;150;0;0;0;0;166;166;0;0;0;0
;"5 - 9 years";138;138;0;0;0;0;152;152;0;0;0;0
;"10 - 14 years";135;135;0;0;0;0;125;125;0;0;0;0
;"15 - 19 years";147;146;1;0;0;0;178;178;0;0;0;0
"002 Abbey B";"0 - 4 years";91;91;0;0;0;0;85;85;0;0;0;0
;"5 - 9 years";78;78;0;0;0;0;64;64;0;0;0;0
;"10 - 14 years";51;51;0;0;0;0;58;58;0;0;0;0
;"15 - 19 years";57;57;0;0;0;0;60;59;1;0;0;0
"003 Abbey C";"0 - 4 years";23;23;0;0;0;0;23;23;0;0;0;0
;"5 - 9 years";10;10;0;0;0;0;15;15;0;0;0;0
;"10 - 14 years";7;7;0;0;0;0;10;10;0;0;0;0
;"15 - 19 years";17;16;0;0;1;0;16;16;0;0;0;0
"004 Abbey D";"0 - 4 years";31;31;0;0;0;0;42;42;0;0;0;0
;"5 - 9 years";36;36;0;0;0;0;34;34;0;0;0;0
;"10 - 14 years";39;39;0;0;0;0;41;41;0;0;0;0
;"15 - 19 years";61;61;0;0;0;0;53;53;0;0;0;0
"005 Ballinacurra A";"0 - 4 years";52;52;0;0;0;0;43;43;0;0;0;0
;"5 - 9 years";50;50;0;0;0;0;30;30;0;0;0;0
;"10 - 14 years";29;29;0;0;0;0;37;37;0;0;0;0
;"15 - 19 years";49;48;1;0;0;0;189;189;0;0;0;0
"006 Ballinacurra B";"0 - 4 years";39;39;0;0;0;0;25;25;0;0;0;0
;"5 - 9 years";29;29;0;0;0;0;31;31;0;0;0;0
;"10 - 14 years";50;50;0;0;0;0;35;35;0;0;0;0
;"15 - 19 years";49;49;0;0;0;0;40;40;0;0;0;0
"007 Ballynanty";"0 - 4 years";121;121;0;0;0;0;138;138;0;0;0;0
;"5 - 9 years";159;159;0;0;0;0;147;147;0;0;0;0
;"10 - 14 years";156;156;0;0;0;0;157;157;0;0;0;0
;"15 - 19 years";190;189;1;0;0;0;163;163;0;0;0;0
"008 Castle A";"0 - 4 years";48;48;0;0;0;0;33;33;0;0;0;0
;"5 - 9 years";28;28;0;0;0;0;21;21;0;0;0;0
;"10 - 14 years";30;30;0;0;0;0;32;32;0;0;0;0
;"15 - 19 years";29;29;0;0;0;0;31;31;0;0;0;0
"009 Castle B";"0 - 4 years";12;12;0;0;0;0;11;11;0;0;0;0
;"5 - 9 years";7;7;0;0;0;0;7;7;0;0;0;0
;"10 - 14 years";12;12;0;0;0;0;4;4;0;0;0;0
;"15 - 19 years";15;15;0;0;0;0;10;10;0;0;0;0
"010 Castle C";"0 - 4 years";20;20;0;0;0;0;22;22;0;0;0;0
;"5 - 9 years";28;28;0;0;0;0;21;21;0;0;0;0
;"10 - 14 years";20;20;0;0;0;0;16;16;0;0;0;0
;"15 - 19 years";33;33;0;0;0;0;29;29;0;0;0;0
"011 Castle D";"0 - 4 years";52;52;0;0;0;0;36;36;0;0;0;0
;"5 - 9 years";69;69;0;0;0;0;74;74;0;0;0;0
;"10 - 14 years";85;85;0;0;0;0;75;75;0;0;0;0
;"15 - 19 years";119;119;0;0;0;0;113;113;0;0;0;0
"012 Coolraine";"0 - 4 years";37;37;0;0;0;0;46;46;0;0;0;0
;"5 - 9 years";43;43;0;0;0;0;43;43;0;0;0;0
;"10 - 14 years";46;46;0;0;0;0;45;45;0;0;0;0
;"15 - 19 years";50;50;0;0;0;0;65;65;0;0;0;0
"013 Custom House";"0 - 4 years";25;25;0;0;0;0;22;22;0;0;0;0
;"5 - 9 years";11;11;0;0;0;0;15;15;0;0;0;0
;"10 - 14 years";9;9;0;0;0;0;10;10;0;0;0;0
;"15 - 19 years";6;6;0;0;0;0;18;16;2;0;0;0
"014 Dock A";"0 - 4 years";73;73;0;0;0;0;49;49;0;0;0;0
;"5 - 9 years";18;18;0;0;0;0;17;17;0;0;0;0
;"10 - 14 years";17;17;0;0;0;0;11;11;0;0;0;0
;"15 - 19 years";47;47;0;0;0;0;67;63;3;1;0;0
"015 Dock B";"0 - 4 years";17;17;0;0;0;0;15;15;0;0;0;0
;"5 - 9 years";9;9;0;0;0;0;8;8;0;0;0;0
;"10 - 14 years";5;5;0;0;0;0;10;10;0;0;0;0
;"15 - 19 years";11;10;1;0;0;0;25;25;0;0;0;0
"016 Dock C";"0 - 4 years";29;29;0;0;0;0;20;20;0;0;0;0
;"5 - 9 years";28;28;0;0;0;0;27;27;0;0;0;0
;"10 - 14 years";18;18;0;0;0;0;18;18;0;0;0;0
;"15 - 19 years";19;19;0;0;0;0;47;47;0;0;0;0
"017 Dock D";"0 - 4 years";16;16;0;0;0;0;12;12;0;0;0;0
;"5 - 9 years";16;16;0;0;0;0;22;22;0;0;0;0
;"10 - 14 years";9;9;0;0;0;0;9;9;0;0;0;0
;"15 - 19 years";24;24;0;0;0;0;165;165;0;0;0;0
"018 Farranshone";"0 - 4 years";25;25;0;0;0;0;23;23;0;0;0;0
;"5 - 9 years";25;25;0;0;0;0;26;26;0;0;0;0
;"10 - 14 years";21;21;0;0;0;0;22;22;0;0;0;0
;"15 - 19 years";31;31;0;0;0;0;29;28;1;0;0;0
"019 Galvone A";"0 - 4 years";52;52;0;0;0;0;47;47;0;0;0;0
;"5 - 9 years";54;54;0;0;0;0;48;48;0;0;0;0
;"10 - 14 years";51;51;0;0;0;0;63;63;0;0;0;0
;"15 - 19 years";75;75;0;0;0;0;66;66;0;0;0;0
"020 Galvone B";"0 - 4 years";73;73;0;0;0;0;74;74;0;0;0;0
;"5 - 9 years";82;82;0;0;0;0;73;73;0;0;0;0
;"10 - 14 years";74;74;0;0;0;0;81;81;0;0;0;0
;"15 - 19 years";84;84;0;0;0;0;62;62;0;0;0;0
"021 Glentworth A";"0 - 4 years";9;9;0;0;0;0;21;21;0;0;0;0
;"5 - 9 years";14;14;0;0;0;0;14;14;0;0;0;0
;"10 - 14 years";16;16;0;0;0;0;12;12;0;0;0;0
;"15 - 19 years";17;17;0;0;0;0;20;20;0;0;0;0
"022 Glentworth B";"0 - 4 years";35;35;0;0;0;0;27;27;0;0;0;0
;"5 - 9 years";31;31;0;0;0;0;42;42;0;0;0;0
;"10 - 14 years";41;41;0;0;0;0;31;31;0;0;0;0
;"15 - 19 years";51;51;0;0;0;0;40;40;0;0;0;0
"023 Glentworth C";"0 - 4 years";11;11;0;0;0;0;14;14;0;0;0;0
;"5 - 9 years";17;17;0;0;0;0;22;22;0;0;0;0
;"10 - 14 years";18;18;0;0;0;0;26;26;0;0;0;0
;"15 - 19 years";26;26;0;0;0;0;23;23;0;0;0;0
"024 John's A";"0 - 4 years";51;51;0;0;0;0;52;52;0;0;0;0
;"5 - 9 years";56;56;0;0;0;0;52;52;0;0;0;0
;"10 - 14 years";59;59;0;0;0;0;55;55;0;0;0;0
;"15 - 19 years";50;50;0;0;0;0;59;59;0;0;0;0
"025 John's B";"0 - 4 years";34;34;0;0;0;0;29;29;0;0;0;0
;"5 - 9 years";39;39;0;0;0;0;32;32;0;0;0;0
;"10 - 14 years";25;25;0;0;0;0;30;30;0;0;0;0
;"15 - 19 years";43;43;0;0;0;0;27;27;0;0;0;0
"026 John's C";"0 - 4 years";11;11;0;0;0;0;9;9;0;0;0;0
;"5 - 9 years";6;6;0;0;0;0;4;4;0;0;0;0
;"10 - 14 years";7;7;0;0;0;0;5;5;0;0;0;0
;"15 - 19 years";10;10;0;0;0;0;13;12;1;0;0;0
"027 Killeely A";"0 - 4 years";66;66;0;0;0;0;54;54;0;0;0;0
;"5 - 9 years";75;75;0;0;0;0;70;70;0;0;0;0
;"10 - 14 years";65;65;0;0;0;0;70;70;0;0;0;0
;"15 - 19 years";68;68;0;0;0;0;57;56;1;0;0;0
"028 Killeely B";"0 - 4 years";31;31;0;0;0;0;29;29;0;0;0;0
;"5 - 9 years";22;22;0;0;0;0;25;25;0;0;0;0
;"10 - 14 years";21;21;0;0;0;0;24;24;0;0;0;0
;"15 - 19 years";43;43;0;0;0;0;43;43;0;0;0;0
"029 Market";"0 - 4 years";35;35;0;0;0;0;30;30;0;0;0;0
;"5 - 9 years";25;25;0;0;0;0;20;20;0;0;0;0
;"10 - 14 years";21;21;0;0;0;0;30;30;0;0;0;0
;"15 - 19 years";35;34;1;0;0;0;38;37;1;0;0;0
"030 Prospect A";"0 - 4 years";32;32;0;0;0;0;26;26;0;0;0;0
;"5 - 9 years";15;15;0;0;0;0;24;24;0;0;0;0
;"10 - 14 years";23;23;0;0;0;0;28;28;0;0;0;0
;"15 - 19 years";41;41;0;0;0;0;110;110;0;0;0;0
"031 Prospect B";"0 - 4 years";27;27;0;0;0;0;48;48;0;0;0;0
;"5 - 9 years";56;56;0;0;0;0;36;36;0;0;0;0
;"10 - 14 years";42;42;0;0;0;0;51;51;0;0;0;0
;"15 - 19 years";43;43;0;0;0;0;47;47;0;0;0;0
"032 Rathbane";"0 - 4 years";58;58;0;0;0;0;51;51;0;0;0;0
;"5 - 9 years";78;78;0;0;0;0;85;85;0;0;0;0
;"10 - 14 years";63;63;0;0;0;0;65;65;0;0;0;0
;"15 - 19 years";70;70;0;0;0;0;74;74;0;0;0;0
"033 St. Laurence";"0 - 4 years";9;9;0;0;0;0;12;12;0;0;0;0
;"5 - 9 years";22;22;0;0;0;0;13;13;0;0;0;0
;"10 - 14 years";16;16;0;0;0;0;28;28;0;0;0;0
;"15 - 19 years";49;49;0;0;0;0;43;43;0;0;0;0
"034 Shannon A";"0 - 4 years";8;8;0;0;0;0;4;4;0;0;0;0
;"5 - 9 years";2;2;0;0;0;0;2;2;0;0;0;0
;"10 - 14 years";9;9;0;0;0;0;2;2;0;0;0;0
;"15 - 19 years";3;1;2;0;0;0;4;3;1;0;0;0
"035 Shannon B";"0 - 4 years";9;9;0;0;0;0;9;9;0;0;0;0
;"5 - 9 years";3;3;0;0;0;0;6;6;0;0;0;0
;"10 - 14 years";3;3;0;0;0;0;3;3;0;0;0;0
;"15 - 19 years";5;5;0;0;0;0;6;6;0;0;0;0
"036 Singland A";"0 - 4 years";49;49;0;0;0;0;77;77;0;0;0;0
;"5 - 9 years";72;72;0;0;0;0;73;73;0;0;0;0
;"10 - 14 years";67;67;0;0;0;0;65;65;0;0;0;0
;"15 - 19 years";82;82;0;0;0;0;62;62;0;0;0;0
"037 Singland B";"0 - 4 years";165;165;0;0;0;0;150;150;0;0;0;0
